float-col,integer-col,string-col,extra-string-col,extra-integer-col
70.41,9572,Cox,Rose,Portugal
11.48,4386,Morrison,Kimberly,Portugal
20.32,3544,Arnold,Mark,Indonesia
87.81,7553,Wright,Christopher,Dominican Republic
25.16,1386,Thompson,Joyce,Malaysia
31.8,66,Fisher,Gregory,Slovenia
55.1,2031,Howard,Denise,Philippines
81.77,6059,Gomez,Nicholas,Indonesia
10.06,5332,Riley,Albert,China
61.2,8770,Kelly,Kelly,Gabon
43.41,5606,Fisher,Lawrence,Russia
95.09,3948,Ellis,Annie,China
5.1,4260,King,Martin,China
73.89,4424,Henderson,William,China
79.67,1485,Pierce,Cynthia,Costa Rica
39.32,4624,Larson,Shawn,Mongolia
1.36,8474,Carroll,James,Russia
12.1,6300,Collins,Edward,Portugal
18.81,8023,Vasquez,Ralph,Indonesia
41.96,5760,Martin,Jessica,Bulgaria
49.74,7406,Lynch,Brandon,Portugal
82.43,3241,Morrison,Jose,Poland
85.97,6847,Martinez,Norma,Japan
3.72,7265,Kim,Emily,Portugal
46.88,2975,Williamson,Billy,Portugal
46.78,6969,Lopez,Marie,Portugal
44.58,5850,Martin,Ralph,Philippines
47.16,3277,Pierce,Louis,China
45.28,2813,Wagner,Martha,Slovenia
21.97,9475,Owens,Barbara,Malaysia
16.29,6155,Larson,Anne,Philippines
26.55,8693,Alvarez,Irene,Ukraine
69.11,5546,Williams,Marie,Serbia
90.6,2723,Reynolds,James,Nigeria
93.81,1671,Kim,Catherine,Poland
48.62,3714,Alvarez,Virginia,Portugal
80.71,2062,Peters,Howard,Sweden
55.43,4432,Turner,Jennifer,Portugal
20.95,5162,Lawrence,Kimberly,Portugal
89.73,4681,Morales,Scott,Russia
52.1,6946,Thomas,Jennifer,China
65.06,5803,Patterson,Kevin,Pakistan
96.79,3747,Cox,Frances,Russia
92.13,1799,Alexander,Carolyn,Malaysia
30.41,7632,Anderson,Doris,Peru
86.63,8983,Woods,Cynthia,China
14.71,7457,Young,Stephanie,Portugal
51.4,8570,Richards,Christopher,Sweden
17.18,8941,Campbell,Douglas,Japan
35.31,8443,Anderson,Jacqueline,Brazil
15.06,9403,Green,Lori,Portugal
59.15,7064,Fisher,Janice,Guatemala
43,1536,Rivera,Benjamin,China
76.3,9026,Gutierrez,Ashley,Sierra Leone
36.21,4086,Marshall,Thomas,Morocco
84.51,4139,Little,Jack,Ukraine
34.94,3886,Little,Barbara,Indonesia
68.23,1136,Austin,Jose,Indonesia
85.53,4836,Watkins,Catherine,Portugal
88.96,5095,Palmer,Margaret,China
60.64,3945,Murphy,Ernest,Portugal
48.18,247,Snyder,Eric,China
64.93,4272,Hughes,Robert,Nicaragua
28.54,4830,Austin,Diana,Greece
77.78,7948,Patterson,Judith,China
95.8,7780,Burton,Raymond,Portugal
72.34,8530,Long,Marilyn,China
84.14,5534,Ward,Deborah,Russia
3.22,1009,James,Daniel,United States
89.4,4969,Hart,Gerald,Poland
35.24,3209,Ferguson,Theresa,Portugal
36.84,3651,Banks,Maria,Dominican Republic
62.19,8961,Watson,Julia,Poland
33.42,5202,Oliver,Albert,Portugal
39.13,5467,Mason,Kelly,U.S. Virgin Islands
32.38,884,Green,Frank,Portugal
85.42,7958,Garcia,Rebecca,Mexico
7.07,8806,Duncan,Patricia,Brazil
84.27,738,Flores,Andrew,China
85.14,4028,Garrett,Jean,Albania
34.56,6648,Lawson,Judith,China
64.56,5285,Weaver,Barbara,Kazakhstan
4.24,6809,Montgomery,Debra,Portugal
7.63,542,Harvey,Judy,Indonesia
16.81,8319,Peters,Eugene,Philippines
98.92,7415,Berry,Alan,France
58.46,1250,Hunter,Johnny,France
91.47,9486,Ortiz,Beverly,Bolivia
49.22,3661,Moore,Adam,China
23.95,5051,Lynch,Ashley,Mongolia
74.86,6406,Palmer,Jean,Ukraine
4.5,1283,Daniels,Marie,Portugal
47.37,1053,Carter,Keith,China
67.01,1770,Carter,Clarence,China
10.86,7362,West,Mary,Indonesia
55.37,3771,Parker,Julia,Russia
55.19,2621,Rodriguez,Martin,China
70.91,1579,Berry,Patrick,Portugal
55.82,6693,Wallace,Melissa,Philippines
75.19,5415,Ortiz,Anthony,Ukraine
52.4,4859,Taylor,Earl,Portugal
60.88,1880,Hernandez,Tammy,Czech Republic
87.75,9071,Reid,Tammy,Philippines
30.92,1400,Hunter,Paul,Brazil
23.51,7205,Willis,Amanda,Indonesia
29.47,6607,Kennedy,Harry,Portugal
51.66,3293,Stevens,Lawrence,United States
1.4,5605,Gomez,Harold,Portugal
46.46,1359,Graham,Benjamin,Portugal
56.26,9211,Reyes,Charles,Portugal
53.92,2001,Elliott,Edward,Philippines
59.15,4727,Carroll,Edward,Portugal
42.3,6827,Ellis,Pamela,Ivory Coast
95.02,4232,Ramirez,Debra,Russia
87.85,5393,Nichols,Albert,Brazil
14.61,7091,Reynolds,Larry,Portugal
63.27,6515,Nguyen,Martin,China
25.38,778,Richards,Gerald,Portugal
99.06,8393,Warren,Gloria,Portugal
54.54,8576,Fisher,Joseph,Poland
77.53,8019,Rivera,Walter,Canada
91.78,8013,Hawkins,Paula,Portugal
44,7312,Allen,Cheryl,Russia
15.96,365,Nguyen,Martin,Russia
27.45,2914,Bennett,Teresa,Spain
31.68,4114,Dunn,Elizabeth,China
19.39,2236,Welch,Justin,Portugal
8.36,268,Ryan,Linda,Indonesia
94.02,4897,Brown,Cynthia,Poland
1.82,1035,Powell,Patrick,Dominican Republic
57.88,3613,Hansen,Terry,Indonesia
62.02,1788,Marshall,Willie,Portugal
17.56,1739,Jacobs,Anna,Indonesia
95.68,1915,Morgan,William,Pakistan
89.21,337,Larson,Ronald,Portugal
8.45,5423,Riley,Larry,Portugal
95.09,3300,Rice,Evelyn,Portugal
2.35,1469,Grant,Teresa,Japan
29.63,109,Hernandez,Timothy,Portugal
12.53,2764,Dixon,Jeremy,Thailand
60.21,344,Coleman,Johnny,Uzbekistan
25.07,2590,Green,Mark,Mexico
2.89,940,Brooks,Terry,Indonesia
14.58,1101,Hamilton,Clarence,Bangladesh
26.87,2474,Carr,Clarence,Portugal
46.38,9235,George,Steven,Philippines
49.83,6570,Howell,Phillip,Nigeria
23.99,4589,Webb,Jean,Ukraine
98.2,7156,Warren,Heather,Indonesia
9.48,2025,Price,James,Indonesia
14.44,8,Campbell,John,Nicaragua
80.6,6899,Edwards,Sharon,Portugal
37.05,2560,Mcdonald,Lawrence,France
30.04,9869,Larson,Angela,Thailand
96.39,552,Ramos,Ruth,Czech Republic
70.94,377,Webb,Jean,Portugal
54.07,6677,Matthews,Samuel,Kosovo
84.73,3094,Evans,Richard,Brazil
20.63,1205,Murray,Emily,Portugal
5.42,7646,Little,Diane,Israel
98.5,2747,Austin,Diana,Serbia
37.81,2638,Washington,Melissa,Indonesia
26.46,5507,Lopez,Raymond,Portugal
20.47,6025,Hamilton,Kelly,Brazil
28.49,8983,Scott,Diana,China
17.86,8134,Ross,Richard,Indonesia
10.17,7986,Mitchell,Nicholas,Portugal
65.85,9353,Fox,Katherine,Canada
97.12,9721,Hamilton,Gary,Poland
80.53,6119,Elliott,Deborah,Portugal
69.99,7109,Carr,Gregory,Portugal
50.15,9720,Scott,Joyce,Portugal
93.9,5746,Jacobs,Douglas,Portugal
29.54,7760,Hamilton,Nicholas,Ukraine
21.56,2839,Wells,Lillian,Azerbaijan
42.88,523,Riley,Paula,China
11.84,7930,Martin,Jacqueline,Brazil
11.18,1641,Perez,Sandra,Indonesia
65.75,150,Ross,Margaret,Thailand
31.79,7542,Mason,Earl,Norway
87.75,1701,Ray,Eugene,Portugal
67.29,8896,Dixon,Judith,China
60.24,6200,Fisher,Heather,Russia
36.59,589,King,Joyce,Hungary
81.17,3511,Ellis,Douglas,Portugal
92.05,8913,Henderson,Jessica,France
1.25,1798,Hernandez,Paul,France
35.8,7579,Ortiz,Christine,Portugal
16.25,4457,Murphy,Jonathan,Afghanistan
69.08,1140,Berry,James,Portugal
14.94,6514,Alvarez,Virginia,Sweden
3.5,5904,Phillips,Debra,Portugal
77.59,8817,Nelson,Mark,Philippines
29.67,3582,Taylor,Betty,Russia
63.82,6718,Payne,Emily,China
81.02,2736,Romero,Angela,Sri Lanka
48.71,3894,Wagner,Alan,China
78.46,1421,Dixon,Jean,Brazil
89.07,9770,Jones,Bobby,Afghanistan
54.41,3742,Rice,Joshua,Portugal
70.2,1817,Collins,Susan,Switzerland
86.07,263,Barnes,Wanda,Portugal
15.63,7532,Ruiz,Donna,Honduras
63.08,3477,Alexander,Jennifer,Poland
16.16,7102,Evans,Victor,Poland
21.31,8373,Frazier,Kelly,Poland
54.13,1494,Chavez,Jimmy,Tunisia
18.33,1886,Wright,Norma,United States
38.74,5403,Burton,Jason,Brazil
62.55,3934,Burke,Louise,China
11.5,670,Lee,Jack,Thailand
57.46,3953,Cooper,Justin,Thailand
55.59,6060,Garcia,Arthur,Portugal
4.19,7855,Phillips,Alan,Philippines
67.68,4667,Wood,Shawn,Portugal
87.12,2478,Rose,Mark,Philippines
83.47,9915,Harper,Jean,Portugal
66.38,5095,Murray,Louis,Greece
51.9,6854,Collins,Melissa,Portugal
14.37,307,Bailey,Harold,Bolivia
40.77,9330,Lee,Willie,Myanmar
61.06,9531,Riley,Jerry,Ukraine
95.97,1429,Peters,Terry,Portugal
15.58,8656,Gibson,Angela,Argentina
78.74,5513,Foster,Janet,Indonesia
94.23,5719,Peters,Stephen,Portugal
87.22,6929,Mendoza,Louis,Dominican Republic
82.9,1560,Harvey,Julia,Portugal
76.6,7684,Powell,Louise,Tajikistan
97.6,8405,Parker,Kenneth,Portugal
92.34,5045,Powell,Benjamin,China
16.11,4803,Hunt,Louis,Portugal
22.25,6006,Long,Jeremy,Czech Republic
4.28,9772,Stephens,Rebecca,Indonesia
96.32,6617,Collins,James,Ukraine
1.85,5298,Ford,Anthony,Australia
55.09,1,Alexander,Debra,Azerbaijan
95.69,9598,Howard,Christina,China
86.04,5672,Johnson,Linda,Vietnam
33.87,4535,Allen,Ralph,Russia
83.42,2596,Jones,Sarah,Vietnam
70.73,9412,Phillips,Mary,Portugal
79.63,9561,Moreno,Margaret,Canada
16.61,1858,Matthews,Frances,Indonesia
21.34,9204,Welch,Joyce,Portugal
73.61,2446,Romero,Patricia,Portugal
13.24,8693,Fuller,Brandon,China
21.15,716,Reed,Sara,China
5.25,5657,Reyes,Willie,Russia
37.61,3983,Clark,Adam,Portugal
90.89,8164,Arnold,Marilyn,Portugal
66.29,6928,Henderson,Dennis,Nigeria
3.89,3948,Cook,George,Portugal
12.51,9212,Sims,Heather,United Kingdom
6.52,8752,Cruz,Russell,Philippines
88.68,8562,Wagner,Kevin,Portugal
89.68,2884,Knight,John,Czech Republic
62.27,5415,Duncan,Linda,China
16.38,6048,Hamilton,Anna,Macedonia
7.33,9414,Nguyen,Patricia,China
22.35,2115,Snyder,Stephanie,Indonesia
16.98,8791,Payne,William,Egypt
85.73,2224,Hamilton,Kathleen,Indonesia
32.92,8712,Black,Anthony,Serbia
42.56,7374,Gutierrez,Joshua,Russia
12.58,3321,Hawkins,Mary,Poland
84.44,9212,Romero,Kathy,China
12.5,3736,Gibson,Susan,Portugal
7.55,6108,Stevens,Carl,China
19.1,3170,Hunter,Mildred,France
96.05,7039,Morris,Howard,Peru
39.45,4452,Knight,Carolyn,Portugal
33.63,2649,Hart,Virginia,Italy
97.69,1943,Martin,Donna,Yemen
59.68,2411,Frazier,Anna,United States
66.81,9945,Sanchez,Sarah,China
41.35,5116,Richardson,Ryan,Portugal
51.45,4291,Stewart,Carlos,Portugal
80.67,9235,Bryant,Teresa,Greece
30.98,6017,Bradley,Sean,Portugal
30.51,212,Johnston,Sean,Indonesia
62.38,722,Weaver,Frank,Philippines
76.97,5978,Hawkins,Gary,Finland
65.65,6534,Simpson,Ann,Croatia
14.63,2949,Anderson,Angela,China
35.12,4858,Harris,Timothy,France
44.03,21,Harris,Anna,China
53.29,2041,Morgan,Jason,United States
41.98,1554,Lopez,Gary,Pakistan
1.38,9747,Andrews,Jeremy,Czech Republic
46.61,1244,Greene,Fred,Greece
63.51,4238,Washington,Jean,Portugal
3.84,8389,Allen,Linda,Portugal
43.85,6336,Miller,Larry,Poland
64.58,1909,Ford,Roger,Netherlands
44.67,8238,Austin,Lillian,Australia
5.36,484,Parker,Maria,Portugal
14.08,3889,Simmons,Victor,China
55.51,8226,Shaw,Patrick,Greece
75.69,3977,Thomas,Louis,Japan
98.56,866,Mason,Willie,Saint Vincent and the Grenadines
8.53,9174,Turner,Laura,Portugal
44.65,6571,Bryant,Benjamin,Poland
58.16,6522,Willis,Joe,Portugal
85.97,8539,Weaver,Joe,Vietnam
65.67,4418,Marshall,Wayne,Sweden
66.6,5002,Dean,James,Portugal
41.01,3921,Day,Debra,Serbia
68.83,3993,Wagner,Ashley,Belize
28.27,4558,Fisher,Jonathan,China
79.55,2358,Austin,Sharon,Poland
80.08,9202,Johnston,Patrick,France
51.4,8689,Ruiz,Shawn,Brazil
45.28,4880,Miller,Lisa,Mongolia
96.63,5604,Duncan,Cynthia,Portugal
84.38,7888,Barnes,Jack,Pakistan
7.34,6697,James,Mary,Philippines
88.68,9611,Perkins,Terry,Philippines
54.27,4884,Wheeler,Terry,Zimbabwe
18.75,8570,Reynolds,Terry,Belarus
74.27,925,Moore,Beverly,Ukraine
2.53,2167,Stanley,Lawrence,Portugal
40.98,9808,Watkins,Anthony,Portugal
92.76,9091,Jacobs,Marie,China
63.89,8194,Hayes,Albert,Portugal
9.96,9736,Pierce,Nicole,Portugal
1.53,3836,Evans,Phillip,Russia
25.59,8441,Butler,Benjamin,Ecuador
60.85,5206,Perry,Steve,Ukraine
66.02,9472,Tucker,Paul,Mexico
95.97,792,Stanley,Jeremy,Indonesia
39.1,3376,Carroll,Pamela,Philippines
6.85,9404,Hawkins,Frank,Portugal
27.93,2740,Phillips,Shawn,United States
92.64,2175,Hanson,Todd,China
64.47,692,Nguyen,Ruth,Portugal
1.32,15,Ellis,John,China
37.68,2197,Stone,Norma,Ukraine
60.21,2311,Fuller,Matthew,Egypt
53.37,369,Ortiz,Scott,France
77.01,1907,Chavez,Kathryn,China
10.65,590,Diaz,Beverly,Russia
15.76,963,Rose,Judith,Thailand
73.54,2888,Bishop,Anne,Poland
52.6,848,Jones,Evelyn,Guatemala
48.62,6350,Carroll,Ann,Portugal
71.61,1377,Jackson,Ruth,Philippines
67.48,9786,James,Ruby,Poland
2.37,6981,Meyer,Bobby,Ireland
10.59,2672,Reed,Walter,Philippines
64.53,2775,Clark,Nicholas,Russia
82.61,4620,Jordan,Steven,Portugal
84.16,5266,Harvey,Sean,Portugal
2.2,693,Alvarez,Catherine,Sweden
22.4,1479,Moore,Marilyn,Portugal
36.15,4591,Peters,Annie,Poland
14.61,4675,Harper,Annie,China
22.86,8858,Wilson,Rebecca,China
40.96,3925,Ford,Lawrence,Poland
8.23,231,Fox,Shawn,Japan
76.37,6603,Morris,Louise,Jordan
40.5,3656,Mills,David,Jamaica
14.76,2294,Simpson,Steve,Brazil
95.94,5165,Harvey,Carol,Italy
7.68,3827,Ramirez,Virginia,China
8.28,5296,Cox,George,Portugal
30.19,2570,Ford,Teresa,Portugal
92.89,3117,Moreno,Norma,China
11.07,6810,Fox,Kevin,Portugal
6.13,6285,Perry,Katherine,China
80.55,7551,Fuller,Teresa,Portugal
49.89,8770,Grant,Thomas,Brazil
89.09,3077,Gilbert,Amy,United States
47.97,3911,Palmer,Diane,Croatia
38.92,6935,Shaw,Eric,Venezuela
8.77,9307,Green,Marie,Philippines
33.7,8390,Adams,Larry,Portugal
53.01,8019,Thomas,Dennis,Tunisia
69.01,8647,Wells,Randy,China
48.35,4613,James,Karen,Indonesia
77.82,1057,Hernandez,Betty,Kyrgyzstan
43.29,4271,Washington,Aaron,Philippines
37.97,4882,Mason,Sandra,United States
68.58,2062,Harris,Heather,China
86.33,3295,Warren,Walter,Palau
60.76,9057,Medina,Janice,United Kingdom
15.4,5015,Shaw,Walter,Brazil
35.47,9175,Campbell,Margaret,Albania
68.71,7803,Fields,Richard,Portugal
77.52,1854,Tucker,James,Portugal
30.42,2736,Hamilton,Timothy,Poland
23.7,4172,Kelley,Mark,China
39.46,3499,Castillo,Ann,Portugal
67.46,9287,Ferguson,Louise,Slovenia
19.78,4730,Ray,Lawrence,Portugal
60.89,6585,Parker,Stephanie,Portugal
49.92,327,Mcdonald,Melissa,Finland
68.23,3471,Taylor,Sarah,Botswana
68.93,945,Parker,Barbara,France
28.05,9577,Kelly,Alan,China
95.44,1080,Meyer,Kelly,South Africa
93.02,2768,Day,William,Finland
84.7,3466,Miller,Harold,Sweden
74.4,8060,Cook,Ruth,Iran
33.96,4597,Brooks,Benjamin,Indonesia
96.14,6176,Ward,Sarah,Peru
97.69,1443,White,Norma,South Africa
48.06,4166,Peterson,Kevin,Indonesia
53.16,686,Shaw,Andrea,China
50.28,9325,Stone,Russell,Portugal
53.91,7805,Rice,Frances,Portugal
94.19,5064,Pierce,Bobby,Portugal
95.09,6752,Thompson,Aaron,Philippines
71.85,159,Wallace,Timothy,France
32.58,4096,Crawford,Howard,Jordan
25.17,5447,Gonzales,Kathy,Brazil
85.02,3887,Phillips,Heather,France
45.94,1525,Lane,Jason,China
74.43,9329,Wells,Scott,Indonesia
58.47,4366,Murphy,Kathy,Burundi
99.15,6864,Chapman,Evelyn,France
55.92,9220,Freeman,Justin,Japan
28.55,3280,Perkins,Mary,China
79.66,2523,Matthews,Cynthia,China
65.31,7785,Hunter,Ruth,Portugal
45.28,6631,Lopez,Lillian,China
69.62,3782,Gordon,Lawrence,China
24.27,1640,Payne,Bruce,China
25.67,9172,Harvey,Craig,Portugal
95.32,2290,Miller,Brian,Burkina Faso
16.73,6131,Gonzalez,Jimmy,China
74.23,8584,Gonzalez,Carlos,China
92.15,1090,Powell,Phyllis,Malaysia
75.21,5995,Brown,Roger,Russia
66.27,1219,Bennett,Ann,Philippines
78.24,5759,Stanley,Theresa,France
17.56,8836,Ramirez,Patrick,China
60.76,8243,Weaver,Arthur,Kazakhstan
8.23,3858,Richardson,Rose,China
52.5,4005,Bailey,Andrew,Indonesia
44.85,2799,Alvarez,Ashley,Croatia
20.85,2479,Warren,Stephanie,Russia
47.62,4564,Perez,Linda,Indonesia
99.97,5488,Romero,Sara,Portugal
64.74,2785,Elliott,Edward,Russia
74.9,5562,Sullivan,Martin,Canada
23.94,2600,Wilson,Louise,Portugal
54.43,3682,Woods,Christine,Syria
91.98,8309,Meyer,Susan,Brazil
10.49,49,Cruz,Juan,Indonesia
63.51,2897,Watson,Carolyn,Portugal
1.81,6825,Evans,Donald,Russia
90.33,7993,Harper,Chris,Sweden
20.02,221,Hamilton,Mary,Colombia
71.94,5896,Ferguson,Margaret,Portugal
55.85,9187,Gordon,Louis,China
4.71,6514,Miller,Jacqueline,Philippines
98.24,5938,Ray,Stephen,China
23.05,8375,Howard,Charles,China
27.39,23,Matthews,Doris,Bosnia and Herzegovina
34.36,8124,James,Dorothy,Ukraine
99.34,4960,Bryant,Stephanie,Gambia
78.01,5604,Bowman,Billy,China
3.77,1179,Campbell,Henry,Canada
70.15,26,Bell,Michael,United Kingdom
70.78,8678,Campbell,Jacqueline,Ireland
96.48,2237,Peters,Paul,Germany
68.18,9225,Warren,Judith,Portugal
78.9,5453,Brooks,Carol,Portugal
25.08,7789,Snyder,Brian,China
49.55,4219,Kelly,Billy,Portugal
96.76,1972,Dean,Cheryl,China
69.11,5969,Gonzales,Helen,North Korea
13.01,5964,West,Cynthia,Greece
25.93,4312,Rogers,Rebecca,Philippines
53.86,4031,Mills,Maria,Portugal
12.14,2979,Freeman,Jeffrey,Thailand
1.18,8653,Hayes,Frances,Philippines
57.92,727,Rodriguez,Tina,Togo
76.11,8803,Turner,Janice,Philippines
14.52,4992,Payne,Roy,Poland
65.12,7790,Stevens,Gregory,China
28.49,5662,Hudson,Frances,Portugal
82.37,2298,Hill,Jean,Argentina
22.47,3055,Roberts,Victor,Indonesia
13.08,6330,Fisher,Julia,Sweden
85.74,5929,Evans,James,Portugal
26.07,2044,Hansen,Nicole,Russia
68.14,8680,Alexander,Gary,Portugal
55.94,4256,Ross,Joshua,Argentina
88.52,2767,Kennedy,Anne,Indonesia
12.13,9111,Miller,Gloria,Portugal
83.4,8806,Wagner,Timothy,Colombia
90.55,750,Bishop,Debra,Kenya
27.68,5735,Hayes,Melissa,Guatemala
88.88,3552,Weaver,Stephanie,China
81.76,45,Ray,Jesse,Russia
71.26,7711,Wheeler,Christina,Indonesia
16.53,1158,Rodriguez,Gregory,Argentina
27.11,9544,Green,Anne,Portugal
91.4,7544,Bennett,Benjamin,Brazil
17.47,9742,Knight,Debra,Portugal
72.36,8811,Richardson,Rose,Philippines
64.45,1264,Carter,Brenda,Portugal
71.31,7390,Gibson,Todd,Canada
57.29,3620,Cunningham,Eric,China
6.88,4018,Perez,Richard,Portugal
3.96,3250,Sullivan,Jeremy,Poland
21.53,6894,Russell,Teresa,Portugal
46.38,8560,Lawson,Stephen,Poland
39.23,5101,Murray,Eric,Italy
8.89,9112,Simmons,Margaret,Japan
71.13,2467,Simpson,Wayne,Croatia
29.77,8159,Dean,Carl,Zimbabwe
63.52,169,Oliver,Debra,Portugal
36.09,469,Peterson,Katherine,China
61.04,2665,Knight,Katherine,Portugal
94.78,7120,Fox,Denise,Russia
6.67,9972,Alvarez,John,Colombia
76.78,8187,Crawford,Alan,Portugal
33.7,8282,Thomas,Linda,Russia
36.86,5071,Ellis,Melissa,Portugal
39.25,2959,Hill,Andrew,Portugal
68.82,9382,Reynolds,Adam,China
21.02,9951,Stewart,Tina,Philippines
71.64,5541,Chapman,Scott,China
34.67,2473,Brown,Jeremy,Portugal
20.96,4265,Carpenter,Donald,Denmark
11.07,5132,Cunningham,William,Indonesia
94.7,8400,Perkins,Judy,Indonesia
9.31,1455,White,Susan,Ireland
43.17,413,Carr,Ryan,China
16.64,276,Greene,Joan,Portugal
12.78,7251,Ward,Nancy,Peru
94.46,2641,Cunningham,Andrew,Russia
96.74,6374,Turner,Joan,Ukraine
40.87,8194,Taylor,Emily,Indonesia
95.31,3402,Scott,Paul,United States
98.18,9624,Stephens,Robert,Portugal
19.39,3507,Anderson,Dorothy,China
43.73,7975,Adams,Larry,Philippines
68.09,6569,Watkins,Rose,Portugal
78.66,4125,Bryant,Shawn,Russia
70.16,8248,Hawkins,Paul,China
50.03,1686,Smith,William,Cameroon
53.3,7164,Montgomery,Jerry,Canada
5.56,2183,Green,Nancy,Portugal
48.56,1224,Cooper,Stephanie,Portugal
88.5,9193,Johnson,Phyllis,Portugal
18.99,1234,Mendoza,Bobby,United Kingdom
58.91,5326,Washington,Kathryn,Philippines
3.61,914,King,Diana,China
32.05,7712,Kim,Lawrence,China
35.25,2986,Porter,Juan,Slovenia
47.62,2087,Sanchez,Michael,Canada
77.85,6647,Fernandez,Ernest,France
9.78,8626,Morrison,Diane,Portugal
14.98,2253,Jenkins,Annie,Portugal
21.49,4414,Ferguson,John,Greece
81.92,7583,Powell,Jason,Venezuela
62.44,7852,Brown,Christopher,Portugal
8.7,3675,Evans,Craig,Portugal
21.12,5281,Fuller,Gary,Indonesia
63.33,2822,Bailey,Maria,Russia
55,3408,Weaver,Sean,Djibouti
85.54,4114,Morgan,Billy,Belarus
73.71,6958,Gilbert,Gary,Poland
12.17,6874,Ross,Kathy,Portugal
8.61,8951,Reynolds,Roy,Poland
55.37,2329,Alvarez,Mildred,China
26.06,929,Black,Judy,Indonesia
1.13,442,Lawrence,Denise,Portugal
12.79,542,Burke,Cynthia,Portugal
94.11,5051,Baker,Harry,China
51.41,6733,Morrison,Joyce,Philippines
49.08,2441,Coleman,Antonio,Portugal
15.92,4093,Reyes,Doris,Poland
75.8,6619,Nguyen,Ruby,Vietnam
4.06,8863,Hunt,Richard,China
30.91,4157,Hansen,Sara,Czech Republic
18.64,9052,Sanders,Ruby,Ukraine
55.59,1043,Cunningham,Fred,Japan
39.94,474,Williams,Janice,Kazakhstan
44.15,5999,Sanchez,Steven,Portugal
37.73,2151,Turner,Michael,Portugal
22.49,5490,Walker,Jennifer,Russia
28.08,4940,Spencer,Janice,United States
98.01,4691,Harris,Stephen,Russia
97.12,2155,Oliver,Jeremy,Portugal
53.97,9672,Harrison,Sandra,China
94.82,7019,Stevens,Margaret,Portugal
50.82,6988,Bryant,Mildred,Philippines
71.14,7393,Jackson,Keith,Colombia
15.46,4704,Owens,Alan,Philippines
2.23,7664,Butler,Kenneth,Portugal
61.51,5758,Welch,Martha,China
57.94,9200,Price,Joseph,Portugal
75.43,7220,Fuller,Irene,China
55.28,3572,Perez,Larry,China
23.27,2798,Hicks,Thomas,Portugal
14.02,7396,Gutierrez,Kenneth,Portugal
75.22,5729,Olson,Edward,China
20.64,1143,Scott,Jack,Nepal
8.85,4986,Carr,Margaret,Ireland
62.41,3040,Spencer,Alice,Indonesia
75.74,5492,Montgomery,Diane,Portugal
64.48,2622,Williams,Terry,Portugal
75.91,6356,Greene,Timothy,Philippines
27.01,5811,Wallace,Amanda,Indonesia
25.73,1909,Sanders,Harry,Portugal
76.61,6222,Russell,Howard,Portugal
84.59,2563,Rivera,Patrick,Portugal
85.46,3954,Lee,Kathryn,Russia
70.91,3808,Lee,Jane,Macedonia
96.91,4741,Garcia,Julie,Portugal
20.7,9555,Stephens,Judith,Portugal
53.27,6314,Montgomery,Lori,China
68.72,9774,Rose,Theresa,Brazil
27.14,9177,Perry,George,Ukraine
6.94,2790,Payne,Ann,China
30.26,4289,Crawford,Donald,France
95.83,2202,Day,Janet,Portugal
34.17,7226,Thompson,Wayne,Portugal
12.69,2252,Young,Willie,Brazil
29.96,185,Olson,Helen,Brazil
10.39,6070,Marshall,Heather,Dominican Republic
51.82,6806,Medina,Lori,Thailand
14.26,1638,Cunningham,Anne,China
45.01,4129,Hicks,Steve,China
58.3,8434,Mitchell,Roy,Philippines
53.96,4660,Morris,Dorothy,Portugal
57.92,9282,Jones,Jane,France
40.87,2779,Boyd,Joan,Armenia
14.43,7876,Arnold,Matthew,China
43.8,2164,Ruiz,Frank,Portugal
52.12,1165,Duncan,Ruth,Russia
27.91,9590,Harris,Samuel,Denmark
88.49,5374,Stanley,Brenda,Philippines
98.49,5423,Medina,Adam,Finland
32.13,891,Graham,Jesse,Canada
11.2,2579,Hayes,Anne,Brazil
74.39,8000,Berry,Brian,Czech Republic
36.67,5545,Brooks,Willie,Brazil
15.89,4842,White,Brandon,Philippines
61.45,4986,Hill,Janice,Brazil
47.47,8678,Jenkins,Clarence,China
47.83,831,Mitchell,Barbara,China
3.16,6412,Woods,Nicholas,Poland
25.45,2312,Stewart,Chris,Mauritius
88.7,8172,Garrett,Rebecca,Portugal
52.58,4921,Carpenter,Eugene,Brazil
52.28,4429,Anderson,Anna,Brazil
13.6,7802,Wagner,Frank,China
9.05,6935,Webb,Wayne,Philippines
5.9,3783,Bell,Arthur,Germany
23.39,8251,Dunn,Stephanie,Chad
86.9,9212,Frazier,Judith,Kenya
48.13,1242,Lewis,Carolyn,Indonesia
24.04,5658,Mills,Lois,China
60.14,7590,Matthews,Phillip,Sweden
89.74,3054,Wheeler,Lawrence,Russia
73.49,8098,Medina,Henry,Portugal
75.26,8564,Fox,Marie,Yemen
35.91,6024,Ross,Harold,Portugal
60.67,7816,Rose,Betty,Vietnam
99.97,8072,Hamilton,Bonnie,North Korea
44.14,6312,Chapman,Kevin,China
4.19,5876,Jenkins,Betty,Portugal
15.03,4405,Little,Walter,Yemen
73.27,7757,Freeman,Karen,China
34.91,484,Anderson,Aaron,Argentina
11.86,2955,Nichols,Arthur,United States
23.74,5250,King,Barbara,China
36.26,4031,Edwards,Jesse,Thailand
46.41,3569,Nichols,Julia,Cuba
